ID,sex,condition,trials,phase,trial,type,correctChoice,choice1,choice2,choice3,choice4,response,mod,oldNoun,oldMod1,oldMod2,choiceType1,choiceType2,choiceType3,choiceType4,choice,binaryCorrect
42,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial11_inner-outer_4_lamp these furry_these furry lamp_furry these lamp_lamp furry these_radio8_furry these_lamp_false_false_true_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer,test,testTrial11,inner-outer,4,lamp these furry,these furry lamp,furry these lamp,lamp furry these,radio8,lamp,false,false,true,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,4,1
43,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial12_inner-outer_3_that green cherry_green that cherry_cherry green that_cherry that green_radio7_green that_cherry_true_false_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial12,inner-outer,3,that green cherry,green that cherry,cherry green that,cherry that green,radio7,cherry,true,false,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,3,1
44,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial13_inner-outer_3_horse those dirty_those dirty horse_horse dirty those_dirty those horse_radio7_dirty those_horse_true_false_true_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N,test,testTrial13,inner-outer,3,horse those dirty,those dirty horse,horse dirty those,dirty those horse,radio7,horse,true,false,true,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,3,1
45,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial14_inner-outer_4_box that blue_blue that box_that blue box_box blue that_radio8_blue that_box_false_true_true_N-Outer-Inner_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer,test,testTrial14,inner-outer,4,box that blue,blue that box,that blue box,box blue that,radio8,box,false,true,true,N-Outer-Inner,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,4,1
46,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial15_inner-outer_2_shovel that orange_shovel orange that_that orange shovel_orange that shovel_radio6_orange that_shovel_true_true_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial15,inner-outer,2,shovel that orange,shovel orange that,that orange shovel,orange that shovel,radio6,shovel,true,true,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,2,1
47,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial16_outer_2_those scarf_scarf those_----_----_radio6_those_scarf_true_true_NA_NA_NA_NA_NA,test,testTrial16,outer,2,those scarf,scarf those,----,----,radio6,scarf,true,true,NA,NA,NA,NA,NA,2,1
48,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial17_inner_1_tray green_green tray_----_----_radio5_green_tray_false_false_NA_NA_NA_NA_NA,test,testTrial17,inner,1,tray green,green tray,----,----,radio5,tray,false,false,NA,NA,NA,NA,NA,1,1
49,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial18_outer_2_these couch_couch these_----_----_radio6_these_couch_true_true_NA_NA_NA_NA_NA,test,testTrial18,outer,2,these couch,couch these,----,----,radio6,couch,true,true,NA,NA,NA,NA,NA,2,1
50,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial19_inner-outer_4_this orange shoe_orange this shoe_shoe this orange_shoe orange this_radio8_orange this_shoe_false_true_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial19,inner-outer,4,this orange shoe,orange this shoe,shoe this orange,shoe orange this,radio8,shoe,false,true,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,4,1
51,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial20_inner-outer_2_pineapple those round_pineapple round those_round those pineapple_those round pineapple_radio6_round those_pineapple_true_true_true_N-Outer-Inner_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N,test,testTrial20,inner-outer,2,pineapple those round,pineapple round those,round those pineapple,those round pineapple,radio6,pineapple,true,true,true,N-Outer-Inner,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,2,1
52,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial21_inner-outer_3_chair these broken_these broken chair_chair broken these_broken these chair_radio7_broken these_chair_false_true_true_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N,test,testTrial21,inner-outer,3,chair these broken,these broken chair,chair broken these,broken these chair,radio7,chair,false,true,true,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,3,1
53,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial22_inner_1_ribbon orange_orange ribbon_----_----_radio5_orange_ribbon_true_true_NA_NA_NA_NA_NA,test,testTrial22,inner,1,ribbon orange,orange ribbon,----,----,radio5,ribbon,true,true,NA,NA,NA,NA,NA,1,1
54,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial23_inner-outer_3_cow this round_round this cow_cow round this_this round cow_radio7_round this_cow_true_true_true_N-Outer-Inner_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N,test,testTrial23,inner-outer,3,cow this round,round this cow,cow round this,this round cow,radio7,cow,true,true,true,N-Outer-Inner,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,3,1
55,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial24_inner-outer_4_broken that scarf_scarf that broken_that broken scarf_scarf broken that_radio8_broken that_scarf_true_true_true_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer,test,testTrial24,inner-outer,4,broken that scarf,scarf that broken,that broken scarf,scarf broken that,radio8,scarf,true,true,true,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,4,1
56,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial25_outer_1_key those_those key_----_----_radio5_those_key_true_true_NA_NA_NA_NA_NA,test,testTrial25,outer,1,key those,those key,----,----,radio5,key,true,true,NA,NA,NA,NA,NA,1,1
57,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial26_inner-outer_3_these dirty duck_dirty these duck_duck dirty these_duck these dirty_radio7_dirty these_duck_false_false_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial26,inner-outer,3,these dirty duck,dirty these duck,duck dirty these,duck these dirty,radio7,duck,false,false,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,3,1
58,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial27_outer_1_dart these_these dart_----_----_radio5_these_dart_true_true_NA_NA_NA_NA_NA,test,testTrial27,outer,1,dart these,these dart,----,----,radio5,dart,true,true,NA,NA,NA,NA,NA,1,1
59,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial28_inner_2_round pig_pig round_----_----_radio6_round_pig_false_true_NA_NA_NA_NA_NA,test,testTrial28,inner,2,round pig,pig round,----,----,radio6,pig,false,true,NA,NA,NA,NA,NA,2,1
60,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial29_inner-outer_2_blue those banana_banana blue those_those blue banana_banana those blue_radio6_blue those_banana_false_true_true_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner,test,testTrial29,inner-outer,2,blue those banana,banana blue those,those blue banana,banana those blue,radio6,banana,false,true,true,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,2,1
61,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial30_inner-outer_3_orange those key_key those orange_key orange those_those orange key_radio7_orange those_key_true_true_true_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N,test,testTrial30,inner-outer,3,orange those key,key those orange,key orange those,those orange key,radio7,key,true,true,true,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,3,1
62,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial31_outer_2_this pineapple_pineapple this_----_----_radio6_this_pineapple_true_true_NA_NA_NA_NA_NA,test,testTrial31,outer,2,this pineapple,pineapple this,----,----,radio6,pineapple,true,true,NA,NA,NA,NA,NA,2,1
63,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial32_outer_2_that shovel_shovel that_----_----_radio6_that_shovel_true_true_NA_NA_NA_NA_NA,test,testTrial32,outer,2,that shovel,shovel that,----,----,radio6,shovel,true,true,NA,NA,NA,NA,NA,2,1
64,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial33_inner_2_blue car_car blue_----_----_radio6_blue_car_true_true_NA_NA_NA_NA_NA,test,testTrial33,inner,2,blue car,car blue,----,----,radio6,car,true,true,NA,NA,NA,NA,NA,2,1
65,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial34_inner_1_vase broken_broken vase_----_----_radio5_broken_vase_true_true_NA_NA_NA_NA_NA,test,testTrial34,inner,1,vase broken,broken vase,----,----,radio5,vase,true,true,NA,NA,NA,NA,NA,1,1
66,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial35_inner_2_red duck_duck red_----_----_radio6_red_duck_false_false_NA_NA_NA_NA_NA,test,testTrial35,inner,2,red duck,duck red,----,----,radio6,duck,false,false,NA,NA,NA,NA,NA,2,1
67,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial36_inner-outer_1_shirt broken those_those broken shirt_shirt those broken_broken those shirt_radio5_broken those_shirt_true_true_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial36,inner-outer,1,shirt broken those,those broken shirt,shirt those broken,broken those shirt,radio5,shirt,true,true,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,1,1
68,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial37_inner-outer_2_round these pitcher_pitcher round these_these round pitcher_pitcher these round_radio6_round these_pitcher_true_true_true_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner,test,testTrial37,inner-outer,2,round these pitcher,pitcher round these,these round pitcher,pitcher these round,radio6,pitcher,true,true,true,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,2,1
69,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial38_inner-outer_1_leaf purple that_that purple leaf_leaf that purple_purple that leaf_radio5_purple that_leaf_true_true_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial38,inner-outer,1,leaf purple that,that purple leaf,leaf that purple,purple that leaf,radio5,leaf,true,true,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,1,1
70,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial39_inner-outer_1_pear furry those_those furry pear_furry those pear_pear those furry_radio5_furry those_pear_false_false_true_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner,test,testTrial39,inner-outer,1,pear furry those,those furry pear,furry those pear,pear those furry,radio5,pear,false,false,true,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,1,1
71,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial40_inner-outer_1_bowl dark that_that dark bowl_dark that bowl_bowl that dark_radio5_dark that_bowl_true_false_true_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner,test,testTrial40,inner-outer,1,bowl dark that,that dark bowl,dark that bowl,bowl that dark,radio5,bowl,true,false,true,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,1,1
72,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial41_inner_2_dark lamp_lamp dark_----_----_radio6_dark_lamp_false_false_NA_NA_NA_NA_NA,test,testTrial41,inner,2,dark lamp,lamp dark,----,----,radio6,lamp,false,false,NA,NA,NA,NA,NA,2,1
73,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial42_inner-outer_2_ribbon these purple_ribbon purple these_purple these ribbon_these purple ribbon_radio6_purple these_ribbon_true_true_true_N-Outer-Inner_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N,test,testTrial42,inner-outer,2,ribbon these purple,ribbon purple these,purple these ribbon,these purple ribbon,radio6,ribbon,true,true,true,N-Outer-Inner,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,2,1
74,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial43_inner-outer_4_red that pig_that red pig_pig that red_pig red that_radio8_red that_pig_false_false_true_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner_N-Inner-Outer,test,testTrial43,inner-outer,4,red that pig,that red pig,pig that red,pig red that,radio8,pig,false,false,true,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,N-Inner-Outer,4,1
75,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial44_inner-outer_3_car those purple_purple those car_car purple those_those purple car_radio7_purple those_car_true_true_true_N-Outer-Inner_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N,test,testTrial44,inner-outer,3,car those purple,purple those car,car purple those,those purple car,radio7,car,true,true,true,N-Outer-Inner,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,3,1
76,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial45_outer_2_that shirt_shirt that_----_----_radio6_that_shirt_true_true_NA_NA_NA_NA_NA,test,testTrial45,outer,2,that shirt,shirt that,----,----,radio6,shirt,true,true,NA,NA,NA,NA,NA,2,1
77,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial46_inner_1_suitcase dirty_dirty suitcase_----_----_radio5_dirty_suitcase_false_false_NA_NA_NA_NA_NA,test,testTrial46,inner,1,suitcase dirty,dirty suitcase,----,----,radio5,suitcase,false,false,NA,NA,NA,NA,NA,1,1
78,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial47_inner-outer_2_tray that furry_tray furry that_that furry tray_furry that tray_radio6_furry that_tray_false_false_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial47,inner-outer,2,tray that furry,tray furry that,that furry tray,furry that tray,radio6,tray,false,false,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,2,1
79,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial48_inner_1_cow purple_purple cow_----_----_radio5_purple_cow_true_true_NA_NA_NA_NA_NA,test,testTrial48,inner,1,cow purple,purple cow,----,----,radio5,cow,true,true,NA,NA,NA,NA,NA,1,1
80,id_Fri Jun 02 2017 09:25:54 GMT+0200 (CEST),male,condition_AdjDem,testTrial49_inner-outer_1_vase dirty that_vase that dirty_that dirty vase_dirty that vase_radio5_dirty that_vase_true_false_true_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N,test,testTrial49,inner-outer,1,vase dirty that,vase that dirty,that dirty vase,dirty that vase,radio5,vase,true,false,true,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,1,1
111,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial0_inner-outer_1_shovel broken this_this broken shovel_shovel this broken_broken this shovel_radio5_broken this_shovel_true_false_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial0,inner-outer,1,shovel broken this,this broken shovel,shovel this broken,broken this shovel,radio5,shovel,true,false,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,1,1
112,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial1_inner-outer_3_broken that box_box that broken_box broken that_that broken box_radio7_broken that_box_true_false_true_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N,test,testTrial1,inner-outer,3,broken that box,box that broken,box broken that,that broken box,radio7,box,true,false,true,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,3,1
113,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial2_inner_1_tray orange_orange tray_----_----_radio5_orange_tray_true_false_NA_NA_NA_NA_NA,test,testTrial2,inner,1,tray orange,orange tray,----,----,radio5,tray,true,false,NA,NA,NA,NA,NA,1,1
114,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial3_inner-outer_3_round that suitcase_that round suitcase_suitcase round that_suitcase that round_radio7_round that_suitcase_true_false_true_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner,test,testTrial3,inner-outer,3,round that suitcase,that round suitcase,suitcase round that,suitcase that round,radio7,suitcase,true,false,true,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,3,1
115,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial4_inner-outer_2_dart those orange_dart orange those_orange those dart_those orange dart_radio6_orange those_dart_false_false_true_N-Outer-Inner_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N,test,testTrial4,inner-outer,2,dart those orange,dart orange those,orange those dart,those orange dart,radio6,dart,false,false,true,N-Outer-Inner,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,2,1
116,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial5_outer_1_dart these_these dart_----_----_radio6_these_dart_false_true_NA_NA_NA_NA_NA,test,testTrial5,outer,1,dart these,these dart,----,----,radio6,dart,false,true,NA,NA,NA,NA,NA,2,0
117,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial6_inner_1_bowl round_round bowl_----_----_radio5_round_bowl_true_false_NA_NA_NA_NA_NA,test,testTrial6,inner,1,bowl round,round bowl,----,----,radio5,bowl,true,false,NA,NA,NA,NA,NA,1,1
118,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial7_inner-outer_3_that green shirt_shirt that green_shirt green that_green that shirt_radio7_green that_shirt_true_true_true_Outer-Inner-N_N-Outer-Inner_N-Inner-Outer_Inner-Outer-N,test,testTrial7,inner-outer,3,that green shirt,shirt that green,shirt green that,green that shirt,radio7,shirt,true,true,true,Outer-Inner-N,N-Outer-Inner,N-Inner-Outer,Inner-Outer-N,3,1
119,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial8_inner-outer_2_those red cow_cow red those_red those cow_cow those red_radio6_red those_cow_true_true_true_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N_N-Outer-Inner,test,testTrial8,inner-outer,2,those red cow,cow red those,red those cow,cow those red,radio6,cow,true,true,true,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,N-Outer-Inner,2,1
120,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial9_inner-outer_4_scarf this dirty_dirty this scarf_this dirty scarf_scarf dirty this_radio8_dirty this_scarf_false_false_true_N-Outer-Inner_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer,test,testTrial9,inner-outer,4,scarf this dirty,dirty this scarf,this dirty scarf,scarf dirty this,radio8,scarf,false,false,true,N-Outer-Inner,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,4,1
121,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial10_inner-outer_3_this round horse_round this horse_horse round this_horse this round_radio7_round this_horse_true_false_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial10,inner-outer,3,this round horse,round this horse,horse round this,horse this round,radio7,horse,true,false,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,3,1
122,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial11_outer_2_this shovel_shovel this_----_----_radio6_this_shovel_true_true_NA_NA_NA_NA_NA,test,testTrial11,outer,2,this shovel,shovel this,----,----,radio6,shovel,true,true,NA,NA,NA,NA,NA,2,1
123,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial12_inner-outer_3_dirty that car_car that dirty_car dirty that_that dirty car_radio7_dirty that_car_false_false_true_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N,test,testTrial12,inner-outer,3,dirty that car,car that dirty,car dirty that,that dirty car,radio7,car,false,false,true,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,3,1
124,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial13_inner_2_blue chair_chair blue_----_----_radio6_blue_chair_true_false_NA_NA_NA_NA_NA,test,testTrial13,inner,2,blue chair,chair blue,----,----,radio6,chair,true,false,NA,NA,NA,NA,NA,2,1
125,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial14_inner-outer_4_that dark hat_dark that hat_hat that dark_hat dark that_radio8_dark that_hat_true_true_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial14,inner-outer,4,that dark hat,dark that hat,hat that dark,hat dark that,radio8,hat,true,true,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,4,1
126,id_Fri Sep 08 2017 17:45:24 GMT+0200 (CEST),male,condition_AdjDem,testTrial15_inner-outer_1_couch round those_couch those round_round those couch_those round couch_radio5_round those_couch_true_false_true_N-Inner-Outer_N-Outer-Inner_Inner-Outer-N_Outer-Inner-N,test,testTrial15,inner-outer,1,couch round those,couch those round,round those couch,those round couch,radio5,couch,true,false,true,N-Inner-Outer,N-Outer-Inner,Inner-Outer-N,Outer-Inner-N,1,1
