ID,sex,condition,trials,phase,trial,type,correctChoice,choice1,choice2,choice3,choice4,response,mod,oldNoun,oldMod1,oldMod2,choiceType1,choiceType2,choiceType3,choiceType4,choice,binaryCorrect
51,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial20_inner_2_ribbon red_red ribbon_----_----_radio6_red_ribbon_false_true_NA_NA_NA_NA_NA,test,testTrial20,inner,2,ribbon red,red ribbon,----,----,radio6,ribbon,false,true,NA,NA,NA,NA,NA,2,1
52,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial21_inner-outer_2_car round this_this round car_car this round_round this car_radio6_round this_car_false_false_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial21,inner-outer,2,car round this,this round car,car this round,round this car,radio6,car,false,false,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,2,1
53,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial22_inner-outer_2_pineapple this red_this red pineapple_red this pineapple_pineapple red this_radio6_red this_pineapple_true_true_true_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer,test,testTrial22,inner-outer,2,pineapple this red,this red pineapple,red this pineapple,pineapple red this,radio6,pineapple,true,true,true,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,2,1
54,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial23_inner-outer_4_green that bottle_bottle green that_bottle that green_that green bottle_radio8_green that_bottle_true_false_true_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N,test,testTrial23,inner-outer,4,green that bottle,bottle green that,bottle that green,that green bottle,radio8,bottle,true,false,true,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,4,1
55,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial24_outer_1_this book_book this_----_----_radio5_this_book_true_true_NA_NA_NA_NA_NA,test,testTrial24,outer,1,this book,book this,----,----,radio5,book,true,true,NA,NA,NA,NA,NA,1,1
56,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial25_outer_1_this pitcher_pitcher this_----_----_radio5_this_pitcher_true_true_NA_NA_NA_NA_NA,test,testTrial25,outer,1,this pitcher,pitcher this,----,----,radio5,pitcher,true,true,NA,NA,NA,NA,NA,1,1
57,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial26_inner-outer_3_key that green_key green that_that green key_green that key_radio7_green that_key_false_false_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial26,inner-outer,3,key that green,key green that,that green key,green that key,radio7,key,false,false,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,3,1
58,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial27_inner-outer_1_that blue cow_blue that cow_cow that blue_cow blue that_radio5_blue that_cow_false_true_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial27,inner-outer,1,that blue cow,blue that cow,cow that blue,cow blue that,radio5,cow,false,true,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,1,1
59,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial28_inner-outer_3_striped that pear_pear that striped_that striped pear_pear striped that_radio7_striped that_pear_true_false_true_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer,test,testTrial28,inner-outer,3,striped that pear,pear that striped,that striped pear,pear striped that,radio7,pear,true,false,true,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,3,1
60,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial29_inner-outer_3_pig this blue_pig blue this_this blue pig_blue this pig_radio7_blue this_pig_true_true_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial29,inner-outer,3,pig this blue,pig blue this,this blue pig,blue this pig,radio7,pig,true,true,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,3,1
61,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial30_outer_1_this car_car this_----_----_radio5_this_car_false_true_NA_NA_NA_NA_NA,test,testTrial30,outer,1,this car,car this,----,----,radio5,car,false,true,NA,NA,NA,NA,NA,1,1
62,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial31_inner-outer_3_horse blue this_blue this horse_this blue horse_horse this blue_radio7_blue this_horse_true_true_true_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner,test,testTrial31,inner-outer,3,horse blue this,blue this horse,this blue horse,horse this blue,radio7,horse,true,true,true,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,3,1
63,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial32_inner_2_key dirty_dirty key_----_----_radio6_dirty_key_false_true_NA_NA_NA_NA_NA,test,testTrial32,inner,2,key dirty,dirty key,----,----,radio6,key,false,true,NA,NA,NA,NA,NA,2,1
64,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial33_inner_2_lamp striped_striped lamp_----_----_radio6_striped_lamp_true_false_NA_NA_NA_NA_NA,test,testTrial33,inner,2,lamp striped,striped lamp,----,----,radio6,lamp,true,false,NA,NA,NA,NA,NA,2,1
65,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial34_outer_2_bowl this_this bowl_----_----_radio6_this_bowl_false_true_NA_NA_NA_NA_NA,test,testTrial34,outer,2,bowl this,this bowl,----,----,radio6,bowl,false,true,NA,NA,NA,NA,NA,2,1
66,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial35_inner_2_bottle orange_orange bottle_----_----_radio6_orange_bottle_true_false_NA_NA_NA_NA_NA,test,testTrial35,inner,2,bottle orange,orange bottle,----,----,radio6,bottle,true,false,NA,NA,NA,NA,NA,2,1
67,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial36_inner-outer_1_this orange bowl_orange this bowl_bowl this orange_bowl orange this_radio5_orange this_bowl_false_false_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial36,inner-outer,1,this orange bowl,orange this bowl,bowl this orange,bowl orange this,radio5,bowl,false,false,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,1,1
68,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial37_outer_1_this leaf_leaf this_----_----_radio5_this_leaf_true_true_NA_NA_NA_NA_NA,test,testTrial37,outer,1,this leaf,leaf this,----,----,radio5,leaf,true,true,NA,NA,NA,NA,NA,1,1
69,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial38_inner-outer_3_lamp spotted that_lamp that spotted_that spotted lamp_spotted that lamp_radio7_spotted that_lamp_true_true_true_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N,test,testTrial38,inner-outer,3,lamp spotted that,lamp that spotted,that spotted lamp,spotted that lamp,radio7,lamp,true,true,true,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,3,1
70,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial39_outer_1_that pillow_pillow that_----_----_radio5_that_pillow_true_true_NA_NA_NA_NA_NA,test,testTrial39,outer,1,that pillow,pillow that,----,----,radio5,pillow,true,true,NA,NA,NA,NA,NA,1,1
71,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial40_outer_2_cherry that_that cherry_----_----_radio6_that_cherry_true_true_NA_NA_NA_NA_NA,test,testTrial40,outer,2,cherry that,that cherry,----,----,radio6,cherry,true,true,NA,NA,NA,NA,NA,2,1
72,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial41_inner-outer_2_leaf that spotted_that spotted leaf_spotted that leaf_leaf spotted that_radio6_spotted that_leaf_true_true_true_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer,test,testTrial41,inner-outer,2,leaf that spotted,that spotted leaf,spotted that leaf,leaf spotted that,radio6,leaf,true,true,true,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,2,1
73,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial42_inner-outer_4_spotted this ribbon_ribbon this spotted_ribbon spotted this_this spotted ribbon_radio8_spotted this_ribbon_false_true_true_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N,test,testTrial42,inner-outer,4,spotted this ribbon,ribbon this spotted,ribbon spotted this,this spotted ribbon,radio8,ribbon,false,true,true,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,4,1
74,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial43_inner-outer_1_that red card_red that card_card that red_card red that_radio5_red that_card_true_true_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial43,inner-outer,1,that red card,red that card,card that red,card red that,radio5,card,true,true,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,1,1
75,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial44_inner_2_table spotted_spotted table_----_----_radio6_spotted_table_false_true_NA_NA_NA_NA_NA,test,testTrial44,inner,2,table spotted,spotted table,----,----,radio6,table,false,true,NA,NA,NA,NA,NA,2,1
76,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial45_inner_1_blue pear_pear blue_----_----_radio5_blue_pear_true_true_NA_NA_NA_NA_NA,test,testTrial45,inner,1,blue pear,pear blue,----,----,radio5,pear,true,true,NA,NA,NA,NA,NA,1,1
77,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial46_inner-outer_3_purple this table_table purple this_this purple table_table this purple_radio7_purple this_table_false_true_true_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner,test,testTrial46,inner-outer,3,purple this table,table purple this,this purple table,table this purple,radio7,table,false,true,true,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,3,1
78,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial47_inner-outer_4_book that blue_blue that book_book blue that_that blue book_radio8_blue that_book_true_true_true_N-Outer-Inner_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N,test,testTrial47,inner-outer,4,book that blue,blue that book,book blue that,that blue book,radio8,book,true,true,true,N-Outer-Inner,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,4,1
79,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial48_outer_1_this duck_duck this_----_----_radio5_this_duck_true_true_NA_NA_NA_NA_NA,test,testTrial48,outer,1,this duck,duck this,----,----,radio5,duck,true,true,NA,NA,NA,NA,NA,1,1
80,id_Fri Jul 07 2017 08:46:31 GMT+0700 (SE Asia Standard Time) 9699,female,condition_AdjDem,testTrial49_inner-outer_3_hat striped this_striped this hat_this striped hat_hat this striped_radio7_striped this_hat_true_false_true_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner,test,testTrial49,inner-outer,3,hat striped this,striped this hat,this striped hat,hat this striped,radio7,hat,true,false,true,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,3,1
111,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial0_inner-outer_4_ten that book_book ten that_book that ten_that ten book_radio8_ten that_book_true_true_true_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N,test,testTrial0,inner-outer,4,ten that book,book ten that,book that ten,that ten book,radio8,book,true,true,true,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,4,1
112,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial1_inner-outer_1_this five shirt_five this shirt_shirt five this_shirt this five_radio5_five this_shirt_true_true_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial1,inner-outer,1,this five shirt,five this shirt,shirt five this,shirt this five,radio5,shirt,true,true,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,1,1
113,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial2_inner-outer_4_table four that_table that four_four that table_that four table_radio8_four that_table_false_true_true_N-Inner-Outer_N-Outer-Inner_Inner-Outer-N_Outer-Inner-N,test,testTrial2,inner-outer,4,table four that,table that four,four that table,that four table,radio8,table,false,true,true,N-Inner-Outer,N-Outer-Inner,Inner-Outer-N,Outer-Inner-N,4,1
114,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial3_inner_2_card three_three card_----_----_radio6_three_card_true_true_NA_NA_NA_NA_NA,test,testTrial3,inner,2,card three,three card,----,----,radio6,card,true,true,NA,NA,NA,NA,NA,2,1
115,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial4_inner_1_six banana_banana six_----_----_radio5_six_banana_true_false_NA_NA_NA_NA_NA,test,testTrial4,inner,1,six banana,banana six,----,----,radio5,banana,true,false,NA,NA,NA,NA,NA,1,1
116,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial5_inner-outer_1_this seven lamp_seven this lamp_lamp seven this_lamp this seven_radio5_seven this_lamp_true_false_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial5,inner-outer,1,this seven lamp,seven this lamp,lamp seven this,lamp this seven,radio5,lamp,true,false,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,1,1
117,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial6_inner_1_seven pillow_pillow seven_----_----_radio5_seven_pillow_false_false_NA_NA_NA_NA_NA,test,testTrial6,inner,1,seven pillow,pillow seven,----,----,radio5,pillow,false,false,NA,NA,NA,NA,NA,1,1
118,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial7_inner-outer_1_this six pineapple_pineapple six this_pineapple this six_six this pineapple_radio5_six this_pineapple_true_false_true_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner_Inner-Outer-N,test,testTrial7,inner-outer,1,this six pineapple,pineapple six this,pineapple this six,six this pineapple,radio5,pineapple,true,false,true,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,Inner-Outer-N,1,1
119,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial8_inner_1_five cherry_cherry five_----_----_radio5_five_cherry_true_true_NA_NA_NA_NA_NA,test,testTrial8,inner,1,five cherry,cherry five,----,----,radio5,cherry,true,true,NA,NA,NA,NA,NA,1,1
120,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial9_outer_1_this leaf_leaf this_----_----_radio5_this_leaf_true_true_NA_NA_NA_NA_NA,test,testTrial9,outer,1,this leaf,leaf this,----,----,radio5,leaf,true,true,NA,NA,NA,NA,NA,1,1
121,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial10_outer_1_that tie_tie that_----_----_radio5_that_tie_false_true_NA_NA_NA_NA_NA,test,testTrial10,outer,1,that tie,tie that,----,----,radio5,tie,false,true,NA,NA,NA,NA,NA,1,1
122,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial11_inner-outer_1_that one hat_hat one that_hat that one_one that hat_radio5_one that_hat_false_false_true_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner_Inner-Outer-N,test,testTrial11,inner-outer,1,that one hat,hat one that,hat that one,one that hat,radio5,hat,false,false,true,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,Inner-Outer-N,1,1
123,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial12_outer_2_ribbon that_that ribbon_----_----_radio6_that_ribbon_true_true_NA_NA_NA_NA_NA,test,testTrial12,outer,2,ribbon that,that ribbon,----,----,radio6,ribbon,true,true,NA,NA,NA,NA,NA,2,1
124,id_Fri Jul 07 2017 21:56:52 GMT+0700 (SE Asia Standard Time) 2225,female,condition_NumDem,testTrial13_inner_2_chair one_one chair_----_----_radio6_one_chair_false_false_NA_NA_NA_NA_NA,test,testTrial13,inner,2,chair one,one chair,----,----,radio6,chair,false,false,NA,NA,NA,NA,NA,2,1
