ID,sex,condition,trials,phase,trial,type,correctChoice,choice1,choice2,choice3,choice4,response,mod,oldNoun,oldMod1,oldMod2,choiceType1,choiceType2,choiceType3,choiceType4,choice,binaryCorrect
41,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial10_outer_1_these pitcher_pitcher these_----_----_radio5_these_pitcher_true_true_NA_NA_NA_NA_NA,test,testTrial10,outer,1,these pitcher,pitcher these,----,----,radio5,pitcher,true,true,NA,NA,NA,NA,NA,1,1
42,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial11_outer_1_that bowl_bowl that_----_----_radio5_that_bowl_false_true_NA_NA_NA_NA_NA,test,testTrial11,outer,1,that bowl,bowl that,----,----,radio5,bowl,false,true,NA,NA,NA,NA,NA,1,1
43,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial12_inner-outer_2_five this suitcase_this five suitcase_suitcase five this_suitcase this five_radio6_five this_suitcase_true_true_true_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner,test,testTrial12,inner-outer,2,five this suitcase,this five suitcase,suitcase five this,suitcase this five,radio6,suitcase,true,true,true,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,2,1
44,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial13_inner-outer_1_those six pillow_pillow those six_pillow six those_six those pillow_radio5_six those_pillow_true_true_true_Outer-Inner-N_N-Outer-Inner_N-Inner-Outer_Inner-Outer-N,test,testTrial13,inner-outer,1,those six pillow,pillow those six,pillow six those,six those pillow,radio5,pillow,true,true,true,Outer-Inner-N,N-Outer-Inner,N-Inner-Outer,Inner-Outer-N,1,1
45,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial14_inner-outer_1_that five horse_five that horse_horse five that_horse that five_radio5_five that_horse_false_true_true_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner,test,testTrial14,inner-outer,1,that five horse,five that horse,horse five that,horse that five,radio5,horse,false,true,true,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,1,1
46,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial15_inner-outer_2_leaf seven those_those seven leaf_leaf those seven_seven those leaf_radio6_seven those_leaf_true_false_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial15,inner-outer,2,leaf seven those,those seven leaf,leaf those seven,seven those leaf,radio6,leaf,true,false,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,2,1
47,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial16_inner-outer_3_hat this two_hat two this_this two hat_two this hat_radio7_two this_hat_true_false_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial16,inner-outer,3,hat this two,hat two this,this two hat,two this hat,radio7,hat,true,false,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,3,1
48,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial17_inner-outer_4_box five those_five those box_box those five_those five box_radio8_five those_box_true_true_true_N-Inner-Outer_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N,test,testTrial17,inner-outer,4,box five those,five those box,box those five,those five box,radio8,box,true,true,true,N-Inner-Outer,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,4,1
49,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial18_inner_2_pear eight_eight pear_----_----_radio8_eight_pear_true_false_NA_NA_NA_NA_NA,test,testTrial18,inner,2,pear eight,eight pear,----,----,radio8,pear,true,false,NA,NA,NA,NA,NA,4,0
50,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial19_inner-outer_4_pig eight those_eight those pig_pig those eight_those eight pig_radio8_eight those_pig_true_false_true_N-Inner-Outer_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N,test,testTrial19,inner-outer,4,pig eight those,eight those pig,pig those eight,those eight pig,radio8,pig,true,false,true,N-Inner-Outer,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,4,1
51,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial20_outer_2_lamp this_this lamp_----_----_radio6_this_lamp_true_true_NA_NA_NA_NA_NA,test,testTrial20,outer,2,lamp this,this lamp,----,----,radio6,lamp,true,true,NA,NA,NA,NA,NA,2,1
52,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial21_inner-outer_3_three this dart_dart this three_this three dart_dart three this_radio7_three this_dart_true_true_true_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer,test,testTrial21,inner-outer,3,three this dart,dart this three,this three dart,dart three this,radio7,dart,true,true,true,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,3,1
53,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial22_inner-outer_2_scarf five these_these five scarf_five these scarf_scarf these five_radio6_five these_scarf_false_true_true_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner,test,testTrial22,inner-outer,2,scarf five these,these five scarf,five these scarf,scarf these five,radio6,scarf,false,true,true,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,2,1
54,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial23_inner-outer_1_those four tray_tray four those_four those tray_tray those four_radio5_four those_tray_false_true_true_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N_N-Outer-Inner,test,testTrial23,inner-outer,1,those four tray,tray four those,four those tray,tray those four,radio5,tray,false,true,true,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,N-Outer-Inner,1,1
55,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial24_inner_1_three box_box three_----_----_radio5_three_box_true_true_NA_NA_NA_NA_NA,test,testTrial24,inner,1,three box,box three,----,----,radio5,box,true,true,NA,NA,NA,NA,NA,1,1
56,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial25_inner-outer_1_this nine bowl_nine this bowl_bowl this nine_bowl nine this_radio5_nine this_bowl_false_true_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial25,inner-outer,1,this nine bowl,nine this bowl,bowl this nine,bowl nine this,radio5,bowl,false,true,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,1,1
57,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial26_inner_1_six shovel_shovel six_----_----_radio5_six_shovel_false_true_NA_NA_NA_NA_NA,test,testTrial26,inner,1,six shovel,shovel six,----,----,radio5,shovel,false,true,NA,NA,NA,NA,NA,1,1
58,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial27_inner_2_leaf five_five leaf_----_----_radio6_five_leaf_true_true_NA_NA_NA_NA_NA,test,testTrial27,inner,2,leaf five,five leaf,----,----,radio6,leaf,true,true,NA,NA,NA,NA,NA,2,1
59,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial28_inner_1_one cow_cow one_----_----_radio5_one_cow_true_false_NA_NA_NA_NA_NA,test,testTrial28,inner,1,one cow,cow one,----,----,radio5,cow,true,false,NA,NA,NA,NA,NA,1,1
60,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial29_inner-outer_3_two that pineapple_pineapple that two_that two pineapple_pineapple two that_radio7_two that_pineapple_false_false_true_Inner-Outer-N_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer,test,testTrial29,inner-outer,3,two that pineapple,pineapple that two,that two pineapple,pineapple two that,radio7,pineapple,false,false,true,Inner-Outer-N,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,3,1
61,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial30_inner-outer_2_one those duck_those one duck_duck one those_duck those one_radio6_one those_duck_false_false_true_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner,test,testTrial30,inner-outer,2,one those duck,those one duck,duck one those,duck those one,radio6,duck,false,false,true,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,2,1
62,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial31_inner-outer_2_key these three_these three key_three these key_key three these_radio6_three these_key_true_true_true_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer,test,testTrial31,inner-outer,2,key these three,these three key,three these key,key three these,radio6,key,true,true,true,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,2,1
63,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial32_inner-outer_2_ribbon eight that_that eight ribbon_eight that ribbon_ribbon that eight_radio6_eight that_ribbon_true_false_true_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner,test,testTrial32,inner-outer,2,ribbon eight that,that eight ribbon,eight that ribbon,ribbon that eight,radio6,ribbon,true,false,true,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,2,1
64,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial33_outer_2_chair those_those chair_----_----_radio6_those_chair_false_true_NA_NA_NA_NA_NA,test,testTrial33,outer,2,chair those,those chair,----,----,radio6,chair,false,true,NA,NA,NA,NA,NA,2,1
65,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial34_inner-outer_2_one that cow_that one cow_cow that one_cow one that_radio6_one that_cow_true_false_true_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner_N-Inner-Outer,test,testTrial34,inner-outer,2,one that cow,that one cow,cow that one,cow one that,radio6,cow,true,false,true,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,N-Inner-Outer,2,1
66,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial35_inner-outer_4_car that seven_seven that car_car seven that_that seven car_radio8_seven that_car_true_false_true_N-Outer-Inner_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N,test,testTrial35,inner-outer,4,car that seven,seven that car,car seven that,that seven car,radio8,car,true,false,true,N-Outer-Inner,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,4,1
67,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial36_inner-outer_3_chair those two_chair two those_those two chair_two those chair_radio7_two those_chair_false_false_true_N-Outer-Inner_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N,test,testTrial36,inner-outer,3,chair those two,chair two those,those two chair,two those chair,radio7,chair,false,false,true,N-Outer-Inner,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,3,1
68,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial37_inner-outer_1_these two shovel_two these shovel_shovel these two_shovel two these_radio5_two these_shovel_false_false_true_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner_N-Inner-Outer,test,testTrial37,inner-outer,1,these two shovel,two these shovel,shovel these two,shovel two these,radio5,shovel,false,false,true,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,N-Inner-Outer,1,1
69,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial38_inner-outer_2_pear this seven_this seven pear_pear seven this_seven this pear_radio6_seven this_pear_true_false_true_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N,test,testTrial38,inner-outer,2,pear this seven,this seven pear,pear seven this,seven this pear,radio6,pear,true,false,true,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,2,1
70,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial39_inner_1_two car_car two_----_----_radio5_two_car_true_false_NA_NA_NA_NA_NA,test,testTrial39,inner,1,two car,car two,----,----,radio5,car,true,false,NA,NA,NA,NA,NA,1,1
71,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial40_outer_1_these tray_tray these_----_----_radio5_these_tray_false_true_NA_NA_NA_NA_NA,test,testTrial40,outer,1,these tray,tray these,----,----,radio5,tray,false,true,NA,NA,NA,NA,NA,1,1
72,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial41_inner-outer_3_nine these pitcher_pitcher nine these_these nine pitcher_pitcher these nine_radio7_nine these_pitcher_true_true_true_Inner-Outer-N_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner,test,testTrial41,inner-outer,3,nine these pitcher,pitcher nine these,these nine pitcher,pitcher these nine,radio7,pitcher,true,true,true,Inner-Outer-N,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,3,1
73,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial42_outer_1_those shirt_shirt those_----_----_radio5_those_shirt_true_true_NA_NA_NA_NA_NA,test,testTrial42,outer,1,those shirt,shirt those,----,----,radio5,shirt,true,true,NA,NA,NA,NA,NA,1,1
74,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial43_inner-outer_1_this four shoe_shoe this four_four this shoe_shoe four this_radio5_four this_shoe_false_true_true_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N_N-Inner-Outer,test,testTrial43,inner-outer,1,this four shoe,shoe this four,four this shoe,shoe four this,radio5,shoe,false,true,true,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,N-Inner-Outer,1,1
75,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial44_inner-outer_4_six that vase_vase six that_vase that six_that six vase_radio8_six that_vase_false_true_true_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N,test,testTrial44,inner-outer,4,six that vase,vase six that,vase that six,that six vase,radio8,vase,false,true,true,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,4,1
76,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial45_inner-outer_2_couch ten those_those ten couch_couch those ten_ten those couch_radio6_ten those_couch_true_false_true_N-Inner-Outer_Outer-Inner-N_N-Outer-Inner_Inner-Outer-N,test,testTrial45,inner-outer,2,couch ten those,those ten couch,couch those ten,ten those couch,radio6,couch,true,false,true,N-Inner-Outer,Outer-Inner-N,N-Outer-Inner,Inner-Outer-N,2,1
77,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial46_inner_2_vase four_four vase_----_----_radio6_four_vase_false_true_NA_NA_NA_NA_NA,test,testTrial46,inner,2,vase four,four vase,----,----,radio6,vase,false,true,NA,NA,NA,NA,NA,2,1
78,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial47_inner_2_pineapple ten_ten pineapple_----_----_radio6_ten_pineapple_false_false_NA_NA_NA_NA_NA,test,testTrial47,inner,2,pineapple ten,ten pineapple,----,----,radio6,pineapple,false,false,NA,NA,NA,NA,NA,2,1
79,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial48_inner_2_scarf seven_seven scarf_----_----_radio6_seven_scarf_false_false_NA_NA_NA_NA_NA,test,testTrial48,inner,2,scarf seven,seven scarf,----,----,radio6,scarf,false,false,NA,NA,NA,NA,NA,2,1
80,id_Fri Apr 21 2017 10:39:28 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial49_outer_1_these banana_banana these_----_----_radio5_these_banana_true_true_NA_NA_NA_NA_NA,test,testTrial49,outer,1,these banana,banana these,----,----,radio5,banana,true,true,NA,NA,NA,NA,NA,1,1
111,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial0_inner-outer_4_five that box_box five that_box that five_that five box_radio8_five that_box_true_true_true_Inner-Outer-N_N-Inner-Outer_N-Outer-Inner_Outer-Inner-N,test,testTrial0,inner-outer,4,five that box,box five that,box that five,that five box,radio8,box,true,true,true,Inner-Outer-N,N-Inner-Outer,N-Outer-Inner,Outer-Inner-N,4,1
112,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial1_outer_2_lamp that_that lamp_----_----_radio6_that_lamp_true_true_NA_NA_NA_NA_NA,test,testTrial1,outer,2,lamp that,that lamp,----,----,radio6,lamp,true,true,NA,NA,NA,NA,NA,2,1
113,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial2_inner_1_nine couch_couch nine_----_----_radio5_nine_couch_true_false_NA_NA_NA_NA_NA,test,testTrial2,inner,1,nine couch,couch nine,----,----,radio5,couch,true,false,NA,NA,NA,NA,NA,1,1
114,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial3_inner-outer_2_shovel that eight_that eight shovel_eight that shovel_shovel eight that_radio7_eight that_shovel_true_true_true_N-Outer-Inner_Outer-Inner-N_Inner-Outer-N_N-Inner-Outer,test,testTrial3,inner-outer,2,shovel that eight,that eight shovel,eight that shovel,shovel eight that,radio7,shovel,true,true,true,N-Outer-Inner,Outer-Inner-N,Inner-Outer-N,N-Inner-Outer,3,0
115,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial4_inner-outer_2_eight these duck_these eight duck_duck these eight_duck eight these_radio6_eight these_duck_true_true_true_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner_N-Inner-Outer,test,testTrial4,inner-outer,2,eight these duck,these eight duck,duck these eight,duck eight these,radio6,duck,true,true,true,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,N-Inner-Outer,2,1
116,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial5_inner_1_five hat_hat five_----_----_radio5_five_hat_true_true_NA_NA_NA_NA_NA,test,testTrial5,inner,1,five hat,hat five,----,----,radio5,hat,true,true,NA,NA,NA,NA,NA,1,1
117,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial6_inner-outer_2_tray those ten_those ten tray_tray ten those_ten those tray_radio6_ten those_tray_true_true_true_N-Outer-Inner_Outer-Inner-N_N-Inner-Outer_Inner-Outer-N,test,testTrial6,inner-outer,2,tray those ten,those ten tray,tray ten those,ten those tray,radio6,tray,true,true,true,N-Outer-Inner,Outer-Inner-N,N-Inner-Outer,Inner-Outer-N,2,1
118,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial7_inner_2_pear six_six pear_----_----_radio6_six_pear_true_true_NA_NA_NA_NA_NA,test,testTrial7,inner,2,pear six,six pear,----,----,radio6,pear,true,true,NA,NA,NA,NA,NA,2,1
119,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial8_inner-outer_1_these five bowl_bowl five these_bowl these five_five these bowl_radio5_five these_bowl_true_true_true_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner_Inner-Outer-N,test,testTrial8,inner-outer,1,these five bowl,bowl five these,bowl these five,five these bowl,radio5,bowl,true,true,true,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,Inner-Outer-N,1,1
120,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial9_outer_1_this ribbon_ribbon this_----_----_radio5_this_ribbon_true_true_NA_NA_NA_NA_NA,test,testTrial9,outer,1,this ribbon,ribbon this,----,----,radio5,ribbon,true,true,NA,NA,NA,NA,NA,1,1
121,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial10_inner-outer_2_ten this scarf_this ten scarf_scarf ten this_scarf this ten_radio7_ten this_scarf_false_true_true_Inner-Outer-N_Outer-Inner-N_N-Inner-Outer_N-Outer-Inner,test,testTrial10,inner-outer,2,ten this scarf,this ten scarf,scarf ten this,scarf this ten,radio7,scarf,false,true,true,Inner-Outer-N,Outer-Inner-N,N-Inner-Outer,N-Outer-Inner,3,0
122,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial11_inner-outer_3_shoe four these_four these shoe_these four shoe_shoe these four_radio7_four these_shoe_false_false_true_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner,test,testTrial11,inner-outer,3,shoe four these,four these shoe,these four shoe,shoe these four,radio7,shoe,false,false,true,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,3,1
123,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial12_outer_2_cherry these_these cherry_----_----_radio6_these_cherry_true_true_NA_NA_NA_NA_NA,test,testTrial12,outer,2,cherry these,these cherry,----,----,radio6,cherry,true,true,NA,NA,NA,NA,NA,2,1
124,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial13_inner-outer_2_lamp nine these_these nine lamp_nine these lamp_lamp these nine_radio6_nine these_lamp_true_false_true_N-Inner-Outer_Outer-Inner-N_Inner-Outer-N_N-Outer-Inner,test,testTrial13,inner-outer,2,lamp nine these,these nine lamp,nine these lamp,lamp these nine,radio6,lamp,true,false,true,N-Inner-Outer,Outer-Inner-N,Inner-Outer-N,N-Outer-Inner,2,1
125,id_Fri Apr 21 2017 10:41:17 GMT+0700 (SE Asia Standard Time),male,condition_NumDem,testTrial14_inner-outer_3_pineapple three those_three those pineapple_those three pineapple_pineapple those three_radio7_three those_pineapple_true_false_true_N-Inner-Outer_Inner-Outer-N_Outer-Inner-N_N-Outer-Inner,test,testTrial14,inner-outer,3,pineapple three those,three those pineapple,those three pineapple,pineapple those three,radio7,pineapple,true,false,true,N-Inner-Outer,Inner-Outer-N,Outer-Inner-N,N-Outer-Inner,3,1
